id,model_name,path,repetition,backbone,downstream,cap,iou,f1
57dfa624540970c0e6bffca8c50d6b83,V10_pre_f3_norm_train_f3_N_cap_10%,../saves/models/V10/V10_pre_f3_norm_train_f3_N_cap_10%,V10,f3_norm,f3_N,0.1,0.6565386056900024,0.8920177221298218
47b6ec48fd11dc3fc53e684cbd293020,V10_pre_f3_norm_train_f3_N_cap_50%,../saves/models/V10/V10_pre_f3_norm_train_f3_N_cap_50%,V10,f3_norm,f3_N,0.5,0.6866639852523804,0.8968603014945984
632232369c3ed3804a3595a90e8c9806,V10_pre_f3_norm_train_f3_N_cap_100%,../saves/models/V10/V10_pre_f3_norm_train_f3_N_cap_100%,V10,f3_norm,f3_N,1.0,0.7319061756134033,0.9161508679389954
027b3ffee3be9f0c4ca2a16c435e71f4,V10_pre_f3_norm_train_seam_ai_cap_1%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_cap_1%,V10,f3_norm,seam_ai,0.01,0.5338044166564941,0.8101146221160889
c13aef7950063f7e3fd5d1a568730a0c,V10_pre_f3_norm_train_seam_ai_cap_10%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_cap_10%,V10,f3_norm,seam_ai,0.1,0.7083467245101929,0.8803953528404236
2ddcce04ec5d1a6607b161638fe9cffc,V10_pre_f3_norm_train_seam_ai_cap_50%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_cap_50%,V10,f3_norm,seam_ai,0.5,0.7063173651695251,0.8807665109634399
bb3325ca1f5c39314078a1479a522a5f,V10_pre_f3_norm_train_seam_ai_cap_100%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_cap_100%,V10,f3_norm,seam_ai,1.0,0.7257290482521057,0.8891232013702393
c3cb61c21fe339818e18fb11a297deaf,V10_pre_f3_norm_train_seam_ai_N_cap_1%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_N_cap_1%,V10,f3_norm,seam_ai_N,0.01,0.5666889548301697,0.8061332106590271
77a43161fee85b6b4f6e3f07fd80e2da,V10_pre_f3_norm_train_seam_ai_N_cap_10%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_N_cap_10%,V10,f3_norm,seam_ai_N,0.1,0.681686282157898,0.8763278126716614
2463cdacd13436e58dadeef50deaa1d9,V10_pre_f3_norm_train_seam_ai_N_cap_50%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_N_cap_50%,V10,f3_norm,seam_ai_N,0.5,0.7290592193603516,0.8937389254570007
d3b3937967badbafb3b1238986aeafd8,V10_pre_f3_norm_train_seam_ai_N_cap_100%,../saves/models/V10/V10_pre_f3_norm_train_seam_ai_N_cap_100%,V10,f3_norm,seam_ai_N,1.0,0.725897490978241,0.8922042846679688
b591bb2f00fe4c0dfc9205485a7bf84f,V10_pre_seam_ai_train_f3_cap_1%,../saves/models/V10/V10_pre_seam_ai_train_f3_cap_1%,V10,seam_ai,f3,0.01,0.4313872456550598,0.7989148497581482
e261c1da714b4c5722bfd6a4592eaa26,V10_pre_seam_ai_train_f3_cap_10%,../saves/models/V10/V10_pre_seam_ai_train_f3_cap_10%,V10,seam_ai,f3,0.1,0.6703934669494629,0.897162675857544
cfe1799ebd1da8d80c662375ddb6f096,V10_pre_seam_ai_train_f3_cap_50%,../saves/models/V10/V10_pre_seam_ai_train_f3_cap_50%,V10,seam_ai,f3,0.5,0.6953365802764893,0.8981794714927673
9cafc97c1ad7ace73af7521b9c975545,V10_pre_seam_ai_train_f3_cap_100%,../saves/models/V10/V10_pre_seam_ai_train_f3_cap_100%,V10,seam_ai,f3,1.0,0.7149367332458496,0.9114469885826112
3ae2b32f3b1735403d9be72dcfe8c37f,V10_pre_seam_ai_train_f3_N_cap_1%,../saves/models/V10/V10_pre_seam_ai_train_f3_N_cap_1%,V10,seam_ai,f3_N,0.01,0.5231403112411499,0.8330085277557373
193b3bcb877b0d3227205bb5b673c463,V10_pre_seam_ai_train_f3_N_cap_10%,../saves/models/V10/V10_pre_seam_ai_train_f3_N_cap_10%,V10,seam_ai,f3_N,0.1,0.6853275895118713,0.9010162353515624
2a4c82d42ede9920ef8b4286183d844b,V10_pre_seam_ai_train_f3_N_cap_50%,../saves/models/V10/V10_pre_seam_ai_train_f3_N_cap_50%,V10,seam_ai,f3_N,0.5,0.7128148674964905,0.9157187938690186
884a31dee0c5e709dc8a8c3ed8a80670,V10_pre_seam_ai_train_f3_N_cap_100%,../saves/models/V10/V10_pre_seam_ai_train_f3_N_cap_100%,V10,seam_ai,f3_N,1.0,0.7133861780166626,0.907082974910736
6c16d051fb70a7783e450594cc9f0e70,V10_pre_seam_ai_train_seam_ai_cap_1%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_cap_1%,V10,seam_ai,seam_ai,0.01,0.6446458101272583,0.8095886707305908
aca859033614db74bde9117536b0c836,V10_pre_seam_ai_train_seam_ai_cap_10%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_cap_10%,V10,seam_ai,seam_ai,0.1,0.6758291721343994,0.8760437965393066
438d1b221d56d11ede74905c75164355,V10_pre_seam_ai_train_seam_ai_cap_50%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_cap_50%,V10,seam_ai,seam_ai,0.5,0.6922320127487183,0.8817381858825684
cf8106128358748c2a12163979b0430b,V10_pre_seam_ai_train_seam_ai_cap_100%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_cap_100%,V10,seam_ai,seam_ai,1.0,0.6826331615447998,0.8802409172058105
ae929d603802b11d8a94aebe5628ab48,V10_pre_seam_ai_train_seam_ai_N_cap_1%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_N_cap_1%,V10,seam_ai,seam_ai_N,0.01,0.6087129712104797,0.8297618627548218
cc567187174647d738fd56d1151d5d85,V10_pre_seam_ai_train_seam_ai_N_cap_10%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_N_cap_10%,V10,seam_ai,seam_ai_N,0.1,0.6837397813796997,0.8649337887763977
ff5e5bfb67d9e4b9d842e39d0ec8e720,V10_pre_seam_ai_train_seam_ai_N_cap_50%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_N_cap_50%,V10,seam_ai,seam_ai_N,0.5,0.7040252685546875,0.886221706867218
ab5d1de1f52b0ce460ca6e705207e364,V10_pre_seam_ai_train_seam_ai_N_cap_100%,../saves/models/V10/V10_pre_seam_ai_train_seam_ai_N_cap_100%,V10,seam_ai,seam_ai_N,1.0,0.6985933780670166,0.8883110880851746
434a5a7b40bef2fb1d6148bdb13c6ceb,V10_pre_seam_ai_norm_train_f3_cap_1%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_cap_1%,V10,seam_ai_norm,f3,0.01,0.3659686148166656,0.7559481263160706
6d6d75f8d3907b447615f406c1dcd57f,V10_pre_seam_ai_norm_train_f3_cap_10%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_cap_10%,V10,seam_ai_norm,f3,0.1,0.6290298700332642,0.8770252466201782
9ad698d02297d609e09f75617ff3d0ad,V10_pre_seam_ai_norm_train_f3_cap_50%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_cap_50%,V10,seam_ai_norm,f3,0.5,0.7255585193634033,0.9140118956565856
9059c4bb35db65cc6279601c758f03e1,V10_pre_seam_ai_norm_train_f3_cap_100%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_cap_100%,V10,seam_ai_norm,f3,1.0,0.7153196334838867,0.9041831493377686
a897c96af679c16746a1978010bc3f85,V10_pre_seam_ai_norm_train_f3_N_cap_1%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_N_cap_1%,V10,seam_ai_norm,f3_N,0.01,0.4656557738780975,0.8072385191917419
8308d625ea25b4603e994788b4ec12be,V10_pre_seam_ai_norm_train_f3_N_cap_10%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_N_cap_10%,V10,seam_ai_norm,f3_N,0.1,0.66716468334198,0.8878458142280579
352c19c3c3f5fa164513f40998f74ccb,V10_pre_seam_ai_norm_train_f3_N_cap_50%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_N_cap_50%,V10,seam_ai_norm,f3_N,0.5,0.7222778797149658,0.9168229699134828
634e783a6cc935d6246c56d61d82090f,V10_pre_seam_ai_norm_train_f3_N_cap_100%,../saves/models/V10/V10_pre_seam_ai_norm_train_f3_N_cap_100%,V10,seam_ai_norm,f3_N,1.0,0.7075140476226807,0.9052560925483704
68f6215b7bb7d7b591b381ece58bd136,V10_pre_seam_ai_norm_train_seam_ai_cap_1%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_cap_1%,V10,seam_ai_norm,seam_ai,0.01,0.6277830004692078,0.8170981407165527
37b292801e97e6b4d6907ce2161146f9,V10_pre_seam_ai_norm_train_seam_ai_cap_10%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_cap_10%,V10,seam_ai_norm,seam_ai,0.1,0.6786636710166931,0.8606124520301819
3b0404a59094aec8a834dd43f2f77ff6,V10_pre_seam_ai_norm_train_seam_ai_cap_50%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_cap_50%,V10,seam_ai_norm,seam_ai,0.5,0.7460776567459106,0.9032115936279296
0a37bfc962e50cee7978c61cf063bac4,V10_pre_seam_ai_norm_train_seam_ai_cap_100%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_cap_100%,V10,seam_ai_norm,seam_ai,1.0,0.7244265079498291,0.8842647075653076
25c54ea6935dadfbf09070eb4bec2eea,V10_pre_seam_ai_norm_train_seam_ai_N_cap_1%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_N_cap_1%,V10,seam_ai_norm,seam_ai_N,0.01,0.5796465277671814,0.8079352378845215
30064a7a27d6add2d4e43aba92dda1aa,V10_pre_seam_ai_norm_train_seam_ai_N_cap_10%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_N_cap_10%,V10,seam_ai_norm,seam_ai_N,0.1,0.7073668241500854,0.8929667472839355
14edf718f9cf9da10d43fad5a44142bf,V10_pre_seam_ai_norm_train_seam_ai_N_cap_50%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_N_cap_50%,V10,seam_ai_norm,seam_ai_N,0.5,0.7352843284606934,0.8854959607124329
65a4eb9d2f51ba289a4acd70defbda4e,V10_pre_seam_ai_norm_train_seam_ai_N_cap_100%,../saves/models/V10/V10_pre_seam_ai_norm_train_seam_ai_N_cap_100%,V10,seam_ai_norm,seam_ai_N,1.0,0.6959854364395142,0.8857663869857788
63b1608634a036a8e0d7976618a36fea,V10_pre_both_train_f3_cap_1%,../saves/models/V10/V10_pre_both_train_f3_cap_1%,V10,both,f3,0.01,0.4614120125770569,0.8102617859840393
b39988e1e32fd2b9555bbac6e370d74d,V10_pre_both_train_f3_cap_10%,../saves/models/V10/V10_pre_both_train_f3_cap_10%,V10,both,f3,0.1,0.6688933372497559,0.8913248181343079
feead25b3147a0c4220fa254e330eb18,V10_pre_both_train_f3_cap_50%,../saves/models/V10/V10_pre_both_train_f3_cap_50%,V10,both,f3,0.5,0.7129947543144226,0.9097227454185486
571346cfaa251ba1a17a265ccd368f5a,V10_pre_both_train_f3_cap_100%,../saves/models/V10/V10_pre_both_train_f3_cap_100%,V10,both,f3,1.0,0.7168623208999634,0.9116883873939514
72a7c20ad6cf4bd515f98b1628239714,V10_pre_both_train_f3_N_cap_1%,../saves/models/V10/V10_pre_both_train_f3_N_cap_1%,V10,both,f3_N,0.01,0.4641846418380737,0.7993635535240173
1e08050567110ab18bdd5aa2f8ad3d5b,V10_pre_both_train_f3_N_cap_10%,../saves/models/V10/V10_pre_both_train_f3_N_cap_10%,V10,both,f3_N,0.1,0.7040888071060181,0.9110288023948668
ea6285a836e42f21b3a359bd13113eb1,V10_pre_both_train_f3_N_cap_50%,../saves/models/V10/V10_pre_both_train_f3_N_cap_50%,V10,both,f3_N,0.5,0.7254965901374817,0.920092523097992
aa1eb90fe962f928af9bbdce1a14bcf0,V10_pre_both_train_f3_N_cap_100%,../saves/models/V10/V10_pre_both_train_f3_N_cap_100%,V10,both,f3_N,1.0,0.6840575933456421,0.8848884105682373
bf7bc0b206e727d2a4aaf5e114991626,V10_pre_both_train_seam_ai_cap_1%,../saves/models/V10/V10_pre_both_train_seam_ai_cap_1%,V10,both,seam_ai,0.01,0.595026969909668,0.807167112827301
72cbbfd36146fd4cb474dc9237420dc8,V10_pre_both_train_seam_ai_cap_10%,../saves/models/V10/V10_pre_both_train_seam_ai_cap_10%,V10,both,seam_ai,0.1,0.6936708688735962,0.858734667301178
b5bc0ad761f69210a89607a7a13f3a57,V10_pre_both_train_seam_ai_cap_50%,../saves/models/V10/V10_pre_both_train_seam_ai_cap_50%,V10,both,seam_ai,0.5,0.694589376449585,0.8873783349990845
3791c43a547def31db3ccf9840f28bcc,V10_pre_both_train_seam_ai_cap_100%,../saves/models/V10/V10_pre_both_train_seam_ai_cap_100%,V10,both,seam_ai,1.0,0.7082892656326294,0.883783757686615
95a0ce195407fad74ea886a5a7e61a9a,V10_pre_both_train_seam_ai_N_cap_1%,../saves/models/V10/V10_pre_both_train_seam_ai_N_cap_1%,V10,both,seam_ai_N,0.01,0.564037561416626,0.7810052037239075
431c01fad758eddb604d6a538c1e2710,V10_pre_both_train_seam_ai_N_cap_10%,../saves/models/V10/V10_pre_both_train_seam_ai_N_cap_10%,V10,both,seam_ai_N,0.1,0.7115912437438965,0.8774725794792175
16bb4121676f4cd725365133aefca6f8,V10_pre_both_train_seam_ai_N_cap_50%,../saves/models/V10/V10_pre_both_train_seam_ai_N_cap_50%,V10,both,seam_ai_N,0.5,0.6997377872467041,0.8882184624671936
4953359de646e1d27d19b98f0e2ec2cf,V10_pre_both_train_seam_ai_N_cap_100%,../saves/models/V10/V10_pre_both_train_seam_ai_N_cap_100%,V10,both,seam_ai_N,1.0,0.7114460468292236,0.8968214988708496
54c3c332dd19879bd1e6a2930a4b1736,V10_pre_both_N_train_f3_cap_1%,../saves/models/V10/V10_pre_both_N_train_f3_cap_1%,V10,both_N,f3,0.01,0.3765352964401245,0.7593203186988831
284871f9fd14b66c10fc8a0ad644a2f8,V10_pre_both_N_train_f3_cap_10%,../saves/models/V10/V10_pre_both_N_train_f3_cap_10%,V10,both_N,f3,0.1,0.6882098913192749,0.905785322189331
550f66fd97dd9ed8b1becf91bbd9bc95,V10_pre_both_N_train_f3_cap_50%,../saves/models/V10/V10_pre_both_N_train_f3_cap_50%,V10,both_N,f3,0.5,0.7024365067481995,0.9063062071800232
5073c806a82089f2cb3a82b487a4818d,V10_pre_both_N_train_f3_cap_100%,../saves/models/V10/V10_pre_both_N_train_f3_cap_100%,V10,both_N,f3,1.0,0.6923130750656128,0.9008074402809144
b4dc810ad0b728e68d68727904db1911,V10_pre_both_N_train_f3_N_cap_1%,../saves/models/V10/V10_pre_both_N_train_f3_N_cap_1%,V10,both_N,f3_N,0.01,0.500215470790863,0.8346751928329468
60a2b69d6c4f0cdb77367caa81e659b3,V10_pre_both_N_train_f3_N_cap_10%,../saves/models/V10/V10_pre_both_N_train_f3_N_cap_10%,V10,both_N,f3_N,0.1,0.6621799468994141,0.898040771484375
25b765b6dae4909171f0bcb1f375e20b,V10_pre_both_N_train_f3_N_cap_50%,../saves/models/V10/V10_pre_both_N_train_f3_N_cap_50%,V10,both_N,f3_N,0.5,0.7086260318756104,0.911344349384308
0b0929d96c288fc336d42c58497f530b,V10_pre_both_N_train_f3_N_cap_100%,../saves/models/V10/V10_pre_both_N_train_f3_N_cap_100%,V10,both_N,f3_N,1.0,0.7132789492607117,0.9050605297088624
a97fa9f8ee42230e3a5049a3d103d648,V10_pre_both_N_train_seam_ai_cap_1%,../saves/models/V10/V10_pre_both_N_train_seam_ai_cap_1%,V10,both_N,seam_ai,0.01,0.5585470199584961,0.8018015623092651
3f506c9a61922f967bb77f7d5836b207,V10_pre_both_N_train_seam_ai_cap_10%,../saves/models/V10/V10_pre_both_N_train_seam_ai_cap_10%,V10,both_N,seam_ai,0.1,0.7207080125808716,0.8851220011711121
75571564fdc6a349280236371656827f,V10_pre_both_N_train_seam_ai_cap_50%,../saves/models/V10/V10_pre_both_N_train_seam_ai_cap_50%,V10,both_N,seam_ai,0.5,0.7143899202346802,0.8902278542518616
c8c04644c706b894e51482a1a19be01b,V10_pre_both_N_train_seam_ai_cap_100%,../saves/models/V10/V10_pre_both_N_train_seam_ai_cap_100%,V10,both_N,seam_ai,1.0,0.6953880190849304,0.8938580751419067
3d5400951d50a1083bca814d5b87818a,V10_pre_both_N_train_seam_ai_N_cap_1%,../saves/models/V10/V10_pre_both_N_train_seam_ai_N_cap_1%,V10,both_N,seam_ai_N,0.01,0.5851680636405945,0.8087568283081055
2c239b01ecad8d9d6122c3fef56b3288,V10_pre_both_N_train_seam_ai_N_cap_10%,../saves/models/V10/V10_pre_both_N_train_seam_ai_N_cap_10%,V10,both_N,seam_ai_N,0.1,0.6808208227157593,0.8671079277992249
43a237c0a67984c74a413c684243fdd2,V10_pre_both_N_train_seam_ai_N_cap_50%,../saves/models/V10/V10_pre_both_N_train_seam_ai_N_cap_50%,V10,both_N,seam_ai_N,0.5,0.7096667289733887,0.8910683393478394
ce901e1cb7342360179664a3b2fdd925,V10_pre_both_N_train_seam_ai_N_cap_100%,../saves/models/V10/V10_pre_both_N_train_seam_ai_N_cap_100%,V10,both_N,seam_ai_N,1.0,0.7064149379730225,0.8801911473274231
2f1969ce0902478bb1e76f738d26bee8,V10_pre_COCO_train_f3_cap_1%,../saves/models/V10/V10_pre_COCO_train_f3_cap_1%,V10,COCO,f3,0.01,0.4367137849330902,0.8003692626953125
b9b3119ac4701178b498e5bb3e13bdc1,V10_pre_COCO_train_f3_cap_10%,../saves/models/V10/V10_pre_COCO_train_f3_cap_10%,V10,COCO,f3,0.1,0.6228765249252319,0.8718622326850891
84c4e537099eb0a14b8bea5bffe4cbf9,V10_pre_COCO_train_f3_cap_50%,../saves/models/V10/V10_pre_COCO_train_f3_cap_50%,V10,COCO,f3,0.5,0.7031925320625305,0.912665605545044
f084d7da8e23b264d31f94f2acdf76e9,V10_pre_COCO_train_f3_cap_100%,../saves/models/V10/V10_pre_COCO_train_f3_cap_100%,V10,COCO,f3,1.0,0.7075011730194092,0.8979915380477905
d47bae5097f12cb217d66a614275e8c2,V10_pre_COCO_train_f3_N_cap_1%,../saves/models/V10/V10_pre_COCO_train_f3_N_cap_1%,V10,COCO,f3_N,0.01,0.5125694870948792,0.8302854895591736
683d5d188fc0f0cc4551cc6e349cbf3d,V10_pre_COCO_train_f3_N_cap_10%,../saves/models/V10/V10_pre_COCO_train_f3_N_cap_10%,V10,COCO,f3_N,0.1,0.7122770547866821,0.911104381084442
75c7e454fd28faf6f27d9e6b4862bf2c,V10_pre_COCO_train_f3_N_cap_50%,../saves/models/V10/V10_pre_COCO_train_f3_N_cap_50%,V10,COCO,f3_N,0.5,0.6874605417251587,0.8982439637184143
03b0801df58de803e68e989f1c464de8,V10_pre_COCO_train_f3_N_cap_100%,../saves/models/V10/V10_pre_COCO_train_f3_N_cap_100%,V10,COCO,f3_N,1.0,0.7453948259353638,0.9198670983314514
bd38fc42d20521c891bd71933cb594f4,V10_pre_COCO_train_seam_ai_cap_1%,../saves/models/V10/V10_pre_COCO_train_seam_ai_cap_1%,V10,COCO,seam_ai,0.01,0.6257108449935913,0.8180185556411743
62c468829381f1b20ccf09b20f5c94c8,V10_pre_COCO_train_seam_ai_cap_10%,../saves/models/V10/V10_pre_COCO_train_seam_ai_cap_10%,V10,COCO,seam_ai,0.1,0.7108279466629028,0.8728839755058289
